16666,COTASAR® PLUS 100/12.5 TABLETAS RECUBIERTAS,ALTADIS FARMACEUTICA S.A.S.,INVIMA 2017M-0017889,10/18/2017,11/02/2022,Vigente,20102145,10,120,USO INSTITUCIONAL: CAJA POR 120 TABLETAS RECUBIERTAS EN BLISTER DE ALUMINIO / PVC POR 10 TABLETAS RECUBIERTAS CADA UNO.,Activo,10/10/2017,N/A,No,U,C09DA01,LOSARTAN Y DIURETICOS,ORAL,A,LOSARTAN POTASICO,mg,100,TABLETAS RECUBIERTAS,TABLETA RECUBIERTA,ATLANTIC PHARMA- PRODUÇ?ES FARMAC?UTICAS S.A,FABRICANTE,IMPORTAR Y VENDER
16667,LEVOTIROXINA 75 MCG,TECNOQUIMICAS S.A.,INVIMA 2018M-0012602-R1,10/31/2011,07/03/2023,Vigente,20027702,29,150,PRESENTACION INSTITUCIONAL: CAJA PLEGADIZA POR 150 TABLETAS EN BLISTER PVC/PE/PVDC/ALUMINIO POR 10 TABLETAS CADA BLISTER,Activo,07/06/2015,N/A,No,U,H03AA01,LEVOTIROXINA DE SODIO,ORAL,A,LEVOTIROXINA SODICA,mcg,75,TABLETA,TABLETA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
16668,EFEXOR® XR 150 MG. CAPSULAS DE LIBERACIÓN PROLONGADA,PFIZER S.A.S.,INVIMA 2019M-011741-R2,10/14/1998,03/27/2024,Vigente,227312,51,7,CAJA POR 7 CÁPSULAS EN BLISTER PVC / ALUMINIO,Activo,12/11/2012,N/A,No,U,N06AX16,VENLAFAXINA,ORAL,A,VENLAFAXINA (COMO CLORHIDRATO DE VENLAFAXINA),mg,150,CAPSULA,CAPSULA DE LIBERACION PROLONGADA,LABORATORIOS WYETH INC.,IMPORTADOR,IMPORTAR Y VENDER
16669,IBUPROFENO/CAFEINA 200 MG/65 MG TABLETA RECUBIERTA.,AMERICAN GENERICS S.A.S.,INVIMA 2019M-0019431,11/15/2019,12/05/2024,Vigente,20165594,5,48,2C1031531000104. CAFEINA 65.0000 MG/IBUPROFENO 200.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (AMERICAN GENERICS) TABLETA 1.0000U / CAJA X 48. (CAJA X 48 TABLETAS RECUBIERTAS EN BLISTER PVDC/PE/PVC INCOLORO / ALUMINIO POR 6 TABLETAS RECUBIERTAS. ESTUCHE X 8 BLISTER).,Activo,11/06/2019,N/A,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CAFEINA,mg,65,TABLETAS RECUBIERTAS,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
16670,MULTIVIT M® CAPSULAS,PROCAPS S.A.,INVIMA 2018M-012166-R3,01/01/1999,04/19/2023,Vigente,37538,14,120,FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA BLANCA DE POLIPROPILENO 38 MM CON LINER DE ALUMINIO POR 120 CÁPSULAS BLANDAS.,Activo,07/27/2012,N/A,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,TIAMINA MONONITRATO (VITAMINA B1),mg,5,CÁPSULA BLANDA DE GELATINA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
16671,NASIVIN® 0.05 % ADULTOS,PROCTER & GAMBLE COLOMBIA LTDA,INVIMA 2018M-001160-R4,09/29/1998,11/30/2023,Vigente,29916,11,15,USO INSTITUCIONAL: CAJA X 1 FRASCOS DE VIDRIO TIPO III DE COLOR ÁMBAR CON BOMBA ATOMIZADORA DOSIFICADORA HECHA DE PLÁSTICO/ACERO INOXIDABLE CON UNA TAPA PROTECTORA POR 15 ML.,Inactivo,07/31/2018,08/28/2018,No,ml,R01AA05,OXIMETAZOLINA,INHALACION,C,OXIMETAZOLINA CLORHIDRATO,mg,0.5,ML,SOLUCION NASAL,PROCTER & GAMBLE COLOMBIA LTDA,IMPORTADOR,IMPORTAR Y VENDER
16672,OXACILINA 1 G,COLMED LTDA,INVIMA 2016M-0005027-R1,11/16/2005,03/10/2021,Vigente,19961383,6,100,USO INSTITUCIONAL: CAJA POR 100 FRASCOS DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO,Activo,02/01/2016,N/A,No,U,J01CF04,OXACILINA,INTRAMUSCULAR,A,OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE,g,1,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VITROFARMA S.A. (PLANTA 1),FABRICANTE,FABRICAR Y VENDER
16673,FLECTADOL CAPSULAS,NOVAMED S.A.,INVIMA 2015M-0004641-R1,08/09/2005,10/21/2020,Vigente,19952452,8,10,CAJA POR 10 CÁPSULAS EN BLISTER PVC TRANSPARENTE / FOIL ALUMINIO EN BLISTER DE 10 CÁPSULAS,Activo,09/03/2015,N/A,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO,mg,400,CAPSULA DURA,CAPSULA DURA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
16674,KLARICID® UD,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2016M-0016909,03/10/2016,03/30/2021,Vigente,20086452,14,20,MUESTRA MÉDICA: CAJA CON BLÍSTER POR 20 TABLETAS EN BLÍSTER PVC - PVDC - / ALUMINIO,Activo,07/17/2019,N/A,Si,U,J01FA09,CLARITROMICINA,ORAL,A,CLARITROMICINA,mg,500,TABLETA DE LIBERACION CONTROLADA,TABLETA DE LIBERACIÓN MODIFICADA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
16675,CANDESARTAN CILEXETILO 32 MG,TECNOQUIMICAS S.A.,INVIMA 2015M-0016535,11/12/2015,01/04/2021,Vigente,20080458,38,21,MUESTRA MÉDICA: CAJA PLEGADIZA POR 21 TABLETAS EN BLISTER PVC/PVD-ALUMINIO POR 7 TABLETAS.,Activo,03/24/2015,N/A,Si,U,C09CA06,CANDESARTAN,ORAL,A,CANDESARTAN CILEXETILO,mg,32,TABLETA,TABLETA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
16676,COMPLEGEL NF AMPOLLAS,LABORATORIOS SIEGFRIED S.A.S,INVIMA 2017M-000038-R4,01/01/1999,09/26/2022,Vigente,26168,1,1,CAJA POR 1 AMPOLLA DE 2 ML. EN VIDRIO TIPO I ÁMBAR.,Activo,11/10/2006,N/A,No,U,N06BX06,CITICOLINA,INTRAMUSCULAR,A,CITICOLINA SÓDICA 522.5 MG EQUIVALENTE A CITICOLINA BASE,mg,500,AMPOLLA DE 2 ML,SOLUCION INYECTABLE,LABORATORIOS SIEGFRIED S.A.S,IMPORTADOR,IMPORTAR Y VENDER
16677,TETRACICLINA CAPSULAS 500 MG,GENFAR S.A.,INVIMA 2015M-0009087-R3,08/17/1995,11/18/2020,Vigente,27516,1,100,CAJA POR 100 CAPSULAS EN BLISTER POR 10 CAPSULAS C/U.,Activo,11/10/2006,N/A,No,U,J01AA07,TETRACICLINA,ORAL,A,TETRACICLINA CLORHIDRATO,mg,500,CAPSULA,CAPSULA DURA,FAREVA VILLA RICA S.A.S.,FABRICANTE,FABRICAR Y VENDER
16678,TEVETEN® PLUS TABLETAS RECUBIERTAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2016M-0005014-R1,11/12/2005,04/05/2021,Vigente,19954232,10,14,MUESTRA MÉDICA -CAJA CON BLISTER PVC/ PVDC-ALUMINIO X 14 TABLETAS,Activo,06/02/2015,N/A,Si,U,C09DA02,EPROSARTAN Y DIURETICOS,ORAL,A,HIDROCLOROTIAZIDA,mg,12.5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,ABBOTT LABORATORIES DE COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
16679,IRBETIAZID® 300,LABORATORIOS SIEGFRIED S.A.S,INVIMA 2015M-0004228-R1,03/08/2005,11/25/2020,Vigente,19949125,8,4,M. MÉDICA: CAJA X 4 TABLETAS EN BLISTER PVC- PVDC TRANSPARENTE /ALUMINIO,Activo,11/01/2012,N/A,Si,U,C09DA04,IRBESARTAN Y DIURETICOS,ORAL,A,IRBESARTAN,mg,300,TABLETA,TABLETA,LABORATORIOS SIEGFRIED S.A.S,FABRICANTE,FABRICAR Y VENDER
16680,FLUOXETINA 20 MG TABLETAS,NOVAMED S.A.,INVIMA 2015M-0011156-R1,07/29/2010,12/17/2020,Vigente,20015903,10,4,MUESTRA MEDICA: BLISTER PACK (LAMINADO ALUMINIO LACADO EN SU CARA INTERNA) EN ESTUCHE POR 4TABLETA,Inactivo,04/08/2010,10/30/2015,No,U,N06AB03,FLUOXETINA,ORAL,A,FLUOXETINA CLORHIDRATO 22.360 MG EQUIVALENTE A FLUOXETINA BASE,mg,20,TABLETA,TABLETA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
16681,EUMOTRIX SUSPENSION,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-0007925-R1,04/02/2008,02/22/2023,Vigente,19981472,4,30,MUESTRA MÉDICA: FRASCO DE VIDRIO COLOR ÁMBAR CON TAPA BLANCA PLÁSTICA EN ESTUCHE DE CARTULINA CON POLVO PARA RECONSTITUIR A 30 ML DE SUSPENSIÓN,Activo,10/09/2015,N/A,Si,ml,A03AA05,TRIMEBUTINA,ORAL,E,TRIMEBUTINA,g,1.333,CADA 100ML DE SOLUCION RECONSTITUIDA,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
16682,BALANCED SALT SOLUTION B.S.S. ®,ALCON LABORATORIES INC,INVIMA 2016M-007944-R3,08/17/1995,12/05/2021,Vigente,24068,7,1,USO INSTITUCIONAL: BOLSA DE PLÁSTICO FLEXIBLE CON PUERTO DE ADMINISTRACIÓN DE 28 MM EN POLIPROPILENO. CON TAPÓN DE GOMA/BUTILO Y SELLO DE ALUMINIO POR 500 ML.,Activo,10/29/2016,N/A,No,U,B05CB01,SODIO CLORURO,INTRAOCULAR,A,CITRATO DE SODIO DIHIDRATADO,mg,850,BOLSA POR 500 ML,SOLUCION ESTERIL PARA IRRIGACION,ALCON RESEARCH. LTD.,FABRICANTE,IMPORTAR Y VENDER
16683,MOXFACIN ® 400 MG TABLETA RECUBIERTA,HETERO LABS LIMITED UNIT V,INVIMA 2019M-0019118,07/05/2019,07/23/2024,Vigente,20133598,7,21,M. MEDICA. CAJA PLEGADIZA POR 21 TABLETAS RECUBIERTAS. 3 BLISTER EN ALU-ALU X 7 TABLETAS. (IUM 1M1002171006105).,Activo,05/29/2019,N/A,Si,U,J01MA14,MOXIFLOXACINA,ORAL,A,MOXIFLOXACINO CLORHIDRATO 436.33 MG EQUIVALENTE A MOXIFLOXACINO BASE 400.0 MG,mg,400,POR CADA TABLETA RECUBIERTA,TABLETA RECUBIERTA,HETERO LABS LIMITED UNIT V,FABRICANTE,IMPORTAR Y VENDER
16684,INSTILLAGEL®,FARCO-PHARMA GMBH,INVIMA 2020M-0014348-R1,07/03/2013,04/01/2025,Vigente,20050067,1,1,CAJA POR 1 JERINGA PRELLENADA EN POLIPROPILENO Y TAPÓN DEL EMBOLO EN CLOROBUTILO POR 6 ML,Activo,07/13/2012,N/A,No,U,N01BB52,LIDOCAINA COMBINACIONES,TOPICA (EXTERNA),A,LIDOCAINA CLORHIDRATO,g,2,POR CADA 100 G DE GEL,GEL TOPICO,AVALON PHARMACEUTICAL S.A,IMPORTADOR,IMPORTAR Y VENDER
16685,OXALIPLATINO 100 MG INYECTABLE,BLAU FARMACÉUTICA COLOMBIA S.A.S,INVIMA 2018M-0006685-R1,12/12/2006,08/27/2023,Vigente,19969843,4,1,CAJA X 1 FRASCO AMPOLLA DE VIDRIO TRANSPARENTE TIPO I X 100 MG,Activo,12/13/2013,N/A,No,U,L01XA03,OXALIPLATINO,INTRAVENOSA,A,OXALIPLATINO,mg,100,FRASCO AMPOLLA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,BLAU FARMACÉUTICA S.A.,FABRICANTE,IMPORTAR Y VENDER
16686,NUTRIFLEX ® OMEGA SPECIAL,B. BRAUN MELSUNGEN AG,INVIMA 2017M-0012937-R1,02/27/2012,05/04/2022,Vigente,20030605,4,5,CAJA CON BOLSAS PLÁSTICA FLEXIBLE DE POLIAMIDA Y POLIPROPILENO. PUERTO DE PP CON TAPÓN DE GOMA CON TRES COMPARTIMENTOS POR 2500 ML.CADA BOLSA INCLUYE INDICADOR Y ADSORBENTE DE OXIGENO,Activo,10/31/2011,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,A,ISOLEUCINA,g,3.284,1000 ML,EMULSION INYECTABLE,B. BRAUN MELSUNGEN AG,FABRICANTE,IMPORTAR Y VENDER
16687,CANDESARTAN / HCT 16 MG/12.5 MG,TECNOQUIMICAS S.A.,INVIMA 2015M-0016549,11/13/2015,12/21/2020,Vigente,20087187,19,30,CAJA X 30 TABLETAS EN BLISTER POR 10 TABLETAS,Activo,05/21/2015,N/A,No,U,C09DA06,CANDESARTAN Y DIURETICOS,ORAL,A,CANDESARTAN CILEXETILO,mg,16,TABLETA,TABLETA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
16688,Z-FULL MK® GRANULADO,TECNOQUIMICAS S.A.,INVIMA 2017M-0005792-R1,05/22/2006,10/19/2022,Vigente,19956385,7,100,FRASCO PEAD BLANCO X 100 GRAMOS,Activo,02/07/2007,09/29/2017,No,g,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,ORAL,D,TIAMINA MONONITRATO,mg,25,100 G DE GRANULADO,GRANULOS,TECNOQUIMICAS S.A. (PLANTA JAMUNDÍ),FABRICANTE,FABRICAR Y VENDER
16689,NEOLYTE ® SALES DE REHIDRACION ORAL,BCN MEDICAL S.A.,INVIMA 2019M-0013983-R1,01/31/2013,12/18/2024,Vigente,20045823,55,50,USO INSTITUCIONAL:CAJA POR 50 SACHETS EN (PET/ALU/PE) CON 20.681G C/U. SABOR MANDARINA,Activo,02/19/2016,N/A,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,E,GLUCOSA ANHIDRA,g,13.5,SACHET,POLVO PARA RECONSTITUIR A SOLUCION ORAL,BCN MEDICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
16690,BUSCAPINA® COMPOSITUM AMPOLLAS,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2015 M-003172-R4,01/01/1999,06/01/2020,Vigente,36344,2,1,CAJA POR 1 AMPOLLA EN VIDRIO TIPO I. COLOR AMBAR POR 5 ML.,Activo,11/10/2006,N/A,No,U,A03DB04,BUTILESCOPOLAMINA Y ANALGESICOS,INTRAMUSCULAR,A,DIPIRONA SODICA,g,2.5,AMPOLLA DE 5 ML,SOLUCION INYECTABLE,BOEHRINGER INGELHEIM ESPA?A S.A.,FABRICANTE,IMPORTAR Y VENDER
16691,PREDNISOLONA 5 MG TABLETAS,PENTACOOP S.A.,INVIMA 2016M-0005262-R1,01/23/2006,04/01/2021,Vigente,19953438,7,600,CAJA PLEGADIZA CON 40 BLISTER EN PVC /ALUMINIO POR 15 TABELTAS C/U.,Activo,08/11/2017,N/A,No,U,H02AB06,PREDNISOLONA,ORAL,A,PREDNISOLONA,mg,5,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
16692,PLENIV®,PROCAPS S.A.,INVIMA 2020M-0015591-R1,12/19/2014,02/26/2025,Vigente,20071791,5,5,MUESTRA MÉDICA: CAJA POR 5 CÁPSULAS DE GELATINA BLANDA CON CUBIERTA ENTÉRICA EN EMPAQUE INDIVIDUAL TIPO BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO.,Activo,12/18/2014,N/A,Si,U,R06AA59,DOXILAMINA. COMBINACIONES,ORAL,A,CLORHIDRATO DE PIRIDOXINA (VIT B6),mg,10,CAPSULA BLANDA DE GELATINA CON CUBIERTA ENTÉRICA,CÁPSULA BLANDA DE GELATINA CON CUBIERTA ENTÉRICA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
16693,VECTIBIX® 20 MG/ ML,AMGEN EUROPE B.V.,INVIMA 2018M-0013256-R1,06/04/2012,03/15/2023,Vigente,20025916,3,1,MUESTRA MEDICA:CAJA X FRASCO AMPOLLA X 5ML,Activo,04/14/2015,N/A,Si,U,L01XC08,PANITUMUMAB,INTRAVENOSA,C,PANITUMUMAB,mg,20,ML,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,AMGEN BIOTECNOLÓGICA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
